unit,idx,theme,ja,en,ipa,audioUrl,id
32,4,Come in,新しいPS11のゲームコンソールが昨晩入荷しました。,The new PS11 game consoles came in last night.,/ðə nu ˌpi ˈɛs ɪˈlɛvən ɡeɪm ˈkɑnˌsoʊlz keɪm ɪn læst naɪt/,audio/unit32/U032-04.mp3,U032-04
32,5,Come in,会社のゴルフコンペでビリになりました。,I came in last at the company golf outing.,/aɪ keɪm ɪn læst ət ðə ˈkʌmpəni ɡɑlf ˈaʊtɪŋ/,audio/unit32/U032-05.mp3,U032-05
33,2,Come back,戻ってくるまでこのカバンを持っていてください。,Hold this bag for me until I come back.,/hoʊld ðɪs bæɡ fɚ mi ənˈtɪl aɪ kʌm bæk/,audio/unit33/U033-02.mp3,U033-02
33,4,Come back,あの有名歌手は咽喉ガンから再起しました。,That famous singer came back from throat cancer.,/ðæt ˈfeɪməs ˈsɪŋɚ keɪm bæk frəm θroʊt ˈkænsɚ/,audio/unit33/U033-04.mp3,U033-04
33,5,Come back,ジャイアンツは3点差の劣勢から逆転しました。,The Giants came back from a 3-run deficit.,/ðə ˈdʒaɪənts keɪm bæk frəm ə θri rʌn ˈdɛfəsɪt/,audio/unit33/U033-05.mp3,U033-05
34,1,Bring up,次のマネージャー会議で残業の問題をもち出すつもりです。,"At the next managers' meeting, I’m going to bring up the matter of overtime.","/ət ðə nɛkst ˈmænɪdʒɚz ˈmitɪŋ, aɪm ˈɡoʊɪŋ tə brɪŋ ʌp ðə ˈmætɚ əv ˈoʊvɚˌtaɪm/",audio/unit34/U034-01.mp3,U034-01
34,2,Bring up,年次考課で、上司は私の遅刻傾向の話題をもち出しました。,"During my annual review, the boss brought up the matter of my tendency to be late to work.","/ˈdʊrɪŋ maɪ ˈænjuəl rɪˈvju, ðə bɔs brɔt ʌp ðə ˈmætɚ əv maɪ ˈtɛndənsi tə bi leɪt tə wɝk/",audio/unit34/U034-02.mp3,U034-02
34,3,Bring up,大阪で育てられましたが、大学に入学するときに東京に引っ越しました。,"I was brought up in Osaka but moved to Tokyo when I entered college.","/aɪ wəz brɔt ʌp ɪn oʊˈsɑkə bət muvd tə ˈtoʊkioʊ wɛn aɪ ˈɛntɚd ˈkɑlɪdʒ/",audio/unit34/U034-03.mp3,U034-03
34,4,Bring up,人は肌の色の違いで判断されるべきではないと考えるように育てられました。,I was brought up to believe that people shouldn't be judged by their color.,/aɪ wəz brɔt ʌp tə bɪˈliv ðət ˈpipəl ˈʃʊdənt bi dʒʌdʒd baɪ ðɛr ˈkʌlɚ/,audio/unit34/U034-04.mp3,U034-04
34,5,Bring up,最近の若い子どもたちは私の世代とは非常に異なった育てられ方をされています。,Young children today are brought up very differently than my generation.,/jʌŋ ˈtʃɪldrən təˈdeɪ ɚ brɔt ʌp ˈvɛri ˈdɪfrəntli ðən maɪ ˌdʒɛnɚˈeɪʃən/,audio/unit34/U034-05.mp3,U034-05
35,1,Wait on,もうこれ以上あなたを待っていられません！,I can't wait on you any longer!,/aɪ kænt weɪt ɑn ju ˈɛni ˈlɔŋɡɚ!/,audio/unit35/U035-01.mp3,U035-01
35,4,Wait on,私たちを接客してくれたウェイトレスは明るく親切でした。,The waitress who waited on us was cheerful and polite.,/ðə ˈweɪtrəs hu ˈweɪtəd ɑn ʌs wəz ˈtʃɪrfəl ənd pəˈlaɪt/,audio/unit35/U035-04.mp3,U035-04
35,5,Wait on,給仕係は忙しく一度に4つのテーブルに対応していました。,The server was busy waiting on four tables at once.,/ðə ˈsɝvɚ wəz ˈbɪzi ˈweɪtɪŋ ɑn fɔr ˈteɪbəlz ət wʌns/,audio/unit35/U035-05.mp3,U035-05
36,1,Make out,音楽がうるさかったので、彼が言ったことが聞こえませんでした。,I couldn't make out what he said due to the loud music.,/aɪ ˈkʊdənt meɪk aʊt wʌt hi sɛd du tə ðə laʊd ˈmjuzɪk/,audio/unit36/U036-01.mp3,U036-01
36,2,Make out,霧の間からかろうじて富士山を見分けられました。,I could just make out Mt.Fuji through the fog.,/aɪ kʊd dʒʌst meɪk aʊt maʊnt ˈfudʒi θru ðə fɔɡ/,audio/unit36/U036-02.mp3,U036-02
36,4,Make out,息子さんの入試はうまくいきましたか？,How did your son make out on his entrance exams?,/haʊ dɪd jʊr sʌn meɪk aʊt ɑn hɪz ˈɛntrəns ɪɡˈzæmz/,audio/unit36/U036-04.mp3,U036-04
36,5,Make out,タナカ株式会社の名前で領収書を作ってください。,"Please make out a receipt in the name of ""Tanaka Inc.""",/pliz meɪk aʊt ə rɪˈsit ɪn ðə neɪm əv təˈnɑkə ɪŋk/,audio/unit36/U036-05.mp3,U036-05
37,1,Cut off,その魚は調理する前に皮を切り取るべきです。,You should cut off the skin before cooking that fish.,/ju ʃʊd kʌt ɔf ðə skɪn bɪˈfɔr ˈkʊkɪŋ ðæt fɪʃ/,audio/unit37/U037-01.mp3,U037-01
37,3,Cut off,ウイルスが広がる前に、彼らはコンピューターを切りました。,They cut off the computer before the virus could spread.,/ðeɪ kʌt ɔf ðə kəmˈpjutɚ bəˈfɔr ðə ˈvaɪrəs kʊd sprɛd/,audio/unit37/U037-03.mp3,U037-03
37,5,Cut off,レポーターは発言の途中で政治家の言葉を遮りました。,The reporter cut the politician off in mid-sentence.,/ðə rɪˈpɔrtɚ kʌt ðə ˌpɑləˈtɪʃən ɔf ɪn mɪd ˈsɛntəns/,audio/unit37/U037-05.mp3,U037-05
38,2,Run into,年老いた女性が自動車で電柱に追突しました。,The old woman ran into a telephone pole with her car.,/ði oʊld ˈwʊmən ræn ˈɪntu ə ˈtɛləˌfoʊn poʊl wɪð hɚ kɑr/,audio/unit38/U038-02.mp3,U038-02
38,4,Run into,今日偶然スーパーであなたのお母さんに会いました。,I ran into your mother at the supermarket today.,/aɪ ræn ˈɪntu jʊr ˈmʌðɚ ət ðə ˈsupɚˌmɑrkɪt təˈdeɪ/,audio/unit38/U038-04.mp3,U038-04
38,5,Run into,パイロットは嵐の中で着陸しようとしてトラブルに陥りました。,The pilot ran into trouble trying to land in the storm.,/ðə ˈpaɪlət ræn ˈɪntu ˈtrʌbəl ˈtraɪɪŋ tə lænd ɪn ðə stɔrm/,audio/unit38/U038-05.mp3,U038-05
39,2,Drop out,これまで以上に多くの高校生たちが中途退学しています。,More high-school students are dropping out of school than ever before.,/mɔr ˈhaɪˌskul ˈstudənts ɚ ˈdrɑpɪŋ aʊt əv skul ðən ˈɛvɚ bɪˈfɔr/,audio/unit39/U039-02.mp3,U039-02
39,3,Drop out,市長は選挙戦を放棄しました。,The mayor dropped out of the political race.,/ðə ˈmeɪɚ drɑpt aʊt əv ðə pəˈlɪtɪkəl reɪs/,audio/unit39/U039-03.mp3,U039-03
39,5,Drop out,いま抜けたら、あとでチームに再び参加することはできません。,"If you drop out now, you can't rejoin the team later.",/ɪf ju drɑp aʊt naʊ ju kænt riˈdʒɔɪn ðə tim ˈleɪtɚ/,audio/unit39/U039-05.mp3,U039-05
40,1,Come up with,彼女の兄弟と私は軍隊で同じ釜の飯を食べた仲です。,Her brother and I came up with each other in the Army.,/hɚ ˈbrʌðɚ ənd aɪ keɪm ʌp wɪð itʃ ˈʌðɚ ɪn ði ˈɑrmi/,audio/unit40/U040-01.mp3,U040-01
40,4,Come up with,自動車を買いたかったのですが、お金を工面できませんでした。,"I wanted to buy a car but couldn't come up with the money.",/aɪ ˈwɑntəd tə baɪ ə kɑr bət ˈkʊdənt kʌm ʌp wɪð ðə ˈmʌni/,audio/unit40/U040-04.mp3,U040-04
40,5,Come up with,科学者たちはひとつの理論を思いつきました。,The scientists came up with a theory.,/ðə ˈsaɪəntɪsts keɪm ʌp wɪð ə ˈθiəri/,audio/unit40/U040-05.mp3,U040-05
41,1,Put off,明日の会議は今度の月曜まで延期になりました。,"Tomorrow's meeting has been put off until next Monday.",/təˈmɑroʊz ˈmitɪŋ həz bɪn pʊt ɔf ənˈtɪl nɛkst ˈmʌndeɪ/,audio/unit41/U041-01.mp3,U041-01
41,3,Put off,これ以上お医者さんに行くのを先送りにしてはいけません。,"Don't put off your doctor's appointment any longer.",/doʊnt pʊt ɔf jɚ ˈdɑktɚz əˈpɔɪntmənt ˈɛni ˈlɔŋɡɚ/,audio/unit41/U041-03.mp3,U041-03
41,5,Put off,不潔さはほとんどの女性を不快にさせます。,Bad hygiene puts most women off.,/bæd ˈhaɪˌdʒin pʊts moʊst ˈwɪmɪn ɔf/,audio/unit41/U041-05.mp3,U041-05
42,2,Take care of,私がいない間、犬の世話をしてもらえますか？,Can you take care of my dog while I'm gone?,/kæn ju teɪk kɛr əv maɪ dɔɡ waɪl aɪm ɡɔn/,audio/unit42/U042-02.mp3,U042-02
42,4,Take care of,私たちはすぐにこの問題に対処しなければなりません。,We have to take care of this problem right now.,/wi hæv tə teɪk kɛr əv ðɪs ˈprɑbləm raɪt naʊ/,audio/unit42/U042-04.mp3,U042-04
42,5,Take care of,私が掃除機をかけるのを引き受けますから、あなたは洗濯をしてください。,"I'll take care of the vacuuming; you wash the clothes.",/aɪl teɪk kɛr əv ðə ˈvækjumɪŋ ju wɑʃ ðə kloʊðz/,audio/unit42/U042-05.mp3,U042-05
43,1,Take on,忙しすぎて、これ以上の仕事は引き受けられません。,I am too busy to take on any more work.,/aɪ əm tu ˈbɪzi tə teɪk ɑn ˈɛni mɔr wɝk/,audio/unit43/U043-01.mp3,U043-01
43,3,Take on,レストランは彼を副料理長として採用しました。,The restaurant took him on as a sous-chef.,/ðə ˈrɛstəˌrɑnt tʊk hɪm ɑn əz ə ˈsuˌʃɛf/,audio/unit43/U043-03.mp3,U043-03
43,4,Take on,スワローズは日本シリーズでジャイアンツと対戦します。,The Swallows will take on the Giants in the Japan series.,/ðə ˈswɑloʊz wɪl teɪk ɑn ðə ˈdʒaɪənts ɪn ðə dʒəˈpæn ˈsɪriz/,audio/unit43/U043-04.mp3,U043-04
43,5,Take on,その若い弁護士たちは、難しい案件を引き受けることに熱心でした。,The young attorneys were eager to take on a difficult case.,/ðə jʌŋ əˈtɝniz wɚ ˈiɡɚ tə teɪk ɑn ə ˈdɪfəkəlt keɪs/,audio/unit43/U043-05.mp3,U043-05
44,1,Catch on,ケンタはいつもいちばん最後に私の冗談を理解するんです。,Kenta is always the last one to catch on to my jokes.,/ˈkɛntə ɪz ˈɔlweɪz ðə læst wʌn tə kætʃ ɑn tə maɪ dʒoʊks/,audio/unit44/U044-01.mp3,U044-01
44,2,Catch on,あなたは練習の必要があります。そうすれば（重要なことに気づいて）できるようになりますよ。,"You have to practice, and then you will catch on.","/ju hæf tə ˈpræktɪs ənd ðɛn ju wɪl kætʃ ɑn/",audio/unit44/U044-02.mp3,U044-02
44,4,Catch on,アメリカでは日本のアニメに火がつきつつあります。,Japanese anime is catching on in the United States.,/ˌdʒæpəˈniz ˈænəˌmeɪ ɪz ˈkætʃɪŋ ɑn ɪn ðə juˈnaɪtəd steɪts/,audio/unit44/U044-04.mp3,U044-04
45,1,Go on,なにが起こっているのか見るために、急いで外に飛び出しました。,I rushed outside to see what was going on.,/aɪ rʌʃt ˌaʊtˈsaɪd tə si wʌt wəz ˈɡoʊɪŋ ɑn/,audio/unit45/U045-01.mp3,U045-01
45,5,Go on,為替レートが改善するまで不景気は続くでしょう。,The recession will go on until the exchange rate improves.,/ðə rɪˈsɛʃən wɪl ɡoʊ ɑn ənˈtɪl ði ɪksˈtʃeɪndʒ reɪt ɪmˈpruvz/,audio/unit45/U045-05.mp3,U045-05
46,1,Go out,同僚たちと私は夕食に出かけました。,My coworkers and I went out for dinner.,/maɪ ˈkoʊˌwɝkɚz ənd aɪ wɛnt aʊt fɚ ˈdɪnɚ/,audio/unit46/U046-01.mp3,U046-01
46,4,Go out,Wi-Fiが切れたため、インターネットを使えませんでした。,"Our Wi-Fi went out, so we couldn't use the internet.","/aʊɚ ˈwaɪˌfaɪ wɛnt aʊt soʊ wi ˈkʊdənt juz ði ˈɪntɚˌnɛt/",audio/unit46/U046-04.mp3,U046-04
46,5,Go out,彼と妻は高校時代につき合い始めました。,He and his wife started going out in high school.,/hi ənd hɪz waɪf ˈstɑrtəd ˈɡoʊɪŋ aʊt ɪn haɪ skul/,audio/unit46/U046-05.mp3,U046-05
